UniversityID,UniversityName,ClassCode,WeekNumber,WeekPace,AcademicSupport,ConceptMastering,instructorEngagement,instructorClarity,instructorknowledgeable
snkTMP4Qx5nDYmf53,University 11,Class 83,15,4,5,4,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 83,15,2,3,4,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 83,15,3,5,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,15,4,4,4,4,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,15,5,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,15,5,4,2,4,3,5
snkTMP4Qx5nDYmf53,University 11,Class 83,15,4,4,2,4,3,3
snkTMP4Qx5nDYmf53,University 11,Class 83,15,2,2,4,3,3,4
snkTMP4Qx5nDYmf53,University 11,Class 83,15,4,4,4,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 83,15,3,2,2,3,3,3
snkTMP4Qx5nDYmf53,University 11,Class 83,15,5,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,15,3,4,4,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 83,15,3,5,3,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,15,5,5,3,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,15,4,2,2,3,3,5
snkTMP4Qx5nDYmf53,University 11,Class 83,15,3,5,2,5,4,4
snkTMP4Qx5nDYmf53,University 11,Class 83,15,4,4,4,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 83,15,4,5,3,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 83,15,4,5,5,5,4,5
snkTMP4Qx5nDYmf53,University 11,Class 83,15,3,5,3,4,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,15,4,5,3,4,3,5
snkTMP4Qx5nDYmf53,University 11,Class 83,15,3,3,3,3,3,3
snkTMP4Qx5nDYmf53,University 11,Class 83,15,3,3,3,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 83,15,4,5,3,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 83,15,5,5,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,15,4,4,3,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 83,15,3,3,3,3,3,3
snkTMP4Qx5nDYmf53,University 11,Class 83,15,4,5,3,5,4,5
snkTMP4Qx5nDYmf53,University 11,Class 83,15,3,3,3,3,3,3
snkTMP4Qx5nDYmf53,University 11,Class 83,15,3,4,3,3,3,3
snkTMP4Qx5nDYmf53,University 11,Class 83,15,4,5,3,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,15,4,4,2,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 83,15,5,5,4,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 83,15,5,5,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,15,4,5,5,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 83,15,3,4,3,3,3,3
snkTMP4Qx5nDYmf53,University 11,Class 83,15,4,3,2,3,3,3
snkTMP4Qx5nDYmf53,University 11,Class 83,15,4,4,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,15,3,3,3,3,3,3
snkTMP4Qx5nDYmf53,University 11,Class 83,15,4,5,2,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,18,3,4,3,3,3,4
snkTMP4Qx5nDYmf53,University 11,Class 83,18,5,3,2,3,3,3
snkTMP4Qx5nDYmf53,University 11,Class 83,18,2,2,2,2,2,2
snkTMP4Qx5nDYmf53,University 11,Class 83,18,5,4,3,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 83,18,4,5,3,5,4,5
snkTMP4Qx5nDYmf53,University 11,Class 83,18,4,4,3,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,18,2,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,18,5,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,18,3,5,3,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,18,4,4,3,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 83,18,4,2,2,3,3,2
snkTMP4Qx5nDYmf53,University 11,Class 83,18,4,4,4,3,5,4
snkTMP4Qx5nDYmf53,University 11,Class 83,18,5,5,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,18,5,4,1,2,2,5
snkTMP4Qx5nDYmf53,University 11,Class 83,18,4,3,2,2,4,4
snkTMP4Qx5nDYmf53,University 11,Class 83,18,4,5,3,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,18,3,5,3,5,4,5
snkTMP4Qx5nDYmf53,University 11,Class 83,18,5,5,3,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,18,5,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,18,3,5,3,4,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,18,4,5,4,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 83,18,4,4,3,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,18,3,3,3,3,3,3
snkTMP4Qx5nDYmf53,University 11,Class 83,18,3,3,4,4,3,4
snkTMP4Qx5nDYmf53,University 11,Class 83,18,4,2,1,4,3,4
snkTMP4Qx5nDYmf53,University 11,Class 83,18,4,2,2,5,5,4
snkTMP4Qx5nDYmf53,University 11,Class 83,18,5,3,1,3,3,3
snkTMP4Qx5nDYmf53,University 11,Class 83,18,5,3,3,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,18,3,5,3,4,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,18,3,3,3,3,4,3
snkTMP4Qx5nDYmf53,University 11,Class 83,18,3,3,3,3,3,3
snkTMP4Qx5nDYmf53,University 11,Class 83,18,4,4,4,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 83,18,5,3,3,4,2,4
snkTMP4Qx5nDYmf53,University 11,Class 83,18,4,5,3,5,4,5
snkTMP4Qx5nDYmf53,University 11,Class 83,18,5,5,3,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,19,5,4,2,3,3,5
snkTMP4Qx5nDYmf53,University 11,Class 83,19,4,4,3,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 83,19,5,4,1,3,3,5
snkTMP4Qx5nDYmf53,University 11,Class 83,19,3,3,2,5,4,5
snkTMP4Qx5nDYmf53,University 11,Class 83,19,3,5,3,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,19,1,2,2,1,1,2
snkTMP4Qx5nDYmf53,University 11,Class 83,19,3,4,4,4,3,4
snkTMP4Qx5nDYmf53,University 11,Class 83,19,3,4,2,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 83,19,5,3,2,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,19,4,4,3,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,19,3,4,3,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 83,19,5,3,1,2,2,4
snkTMP4Qx5nDYmf53,University 11,Class 83,19,5,4,2,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,19,2,5,1,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 83,19,2,4,1,1,2,2
snkTMP4Qx5nDYmf53,University 11,Class 83,19,4,4,1,2,4,5
snkTMP4Qx5nDYmf53,University 11,Class 83,19,5,4,2,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 83,19,4,3,3,4,3,4
snkTMP4Qx5nDYmf53,University 11,Class 83,19,3,5,2,4,3,4
snkTMP4Qx5nDYmf53,University 11,Class 83,19,4,5,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,19,5,4,3,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 83,19,3,3,2,3,3,4
snkTMP4Qx5nDYmf53,University 11,Class 83,19,1,3,2,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,19,5,2,2,4,3,4
snkTMP4Qx5nDYmf53,University 11,Class 83,19,4,5,3,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,19,3,4,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 83,19,5,4,1,2,2,4
snkTMP4Qx5nDYmf53,University 11,Class 83,19,5,5,2,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 83,19,5,4,2,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 83,19,5,5,3,5,4,5
snkTMP4Qx5nDYmf53,University 11,Class 83,19,5,3,2,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 83,19,4,4,3,2,2,3
snkTMP4Qx5nDYmf53,University 11,Class 83,19,4,5,3,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 83,19,5,5,3,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,0,4,4,3,4,3,5
snkTMP4Qx5nDYmf53,University 11,Class 84,0,3,3,4,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,0,3,4,4,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,0,3,5,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,0,4,5,3,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,0,3,4,4,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,0,2,3,1,3,2,4
snkTMP4Qx5nDYmf53,University 11,Class 84,0,4,5,3,4,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,0,5,3,3,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,0,5,4,2,3,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,0,4,2,2,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,0,3,3,4,3,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,0,3,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,0,5,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,0,5,3,3,3,3,4
snkTMP4Qx5nDYmf53,University 11,Class 84,0,5,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,0,3,3,4,3,3,5
snkTMP4Qx5nDYmf53,University 11,Class 84,0,3,3,4,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,0,4,4,2,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,0,4,4,4,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,0,5,3,2,2,3,5
snkTMP4Qx5nDYmf53,University 11,Class 84,0,3,4,4,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,0,3,1,3,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,0,5,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,0,5,4,2,4,3,5
snkTMP4Qx5nDYmf53,University 11,Class 84,0,3,4,3,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,0,5,3,2,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,1,5,5,1,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,1,3,4,3,3,3,3
snkTMP4Qx5nDYmf53,University 11,Class 84,1,4,4,2,4,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,2,3,5,4,4,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,2,4,4,3,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,2,3,4,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,2,5,4,3,3,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,2,4,3,3,3,3,5
snkTMP4Qx5nDYmf53,University 11,Class 84,2,1,1,1,2,1,3
snkTMP4Qx5nDYmf53,University 11,Class 84,2,3,4,4,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,2,3,5,4,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,2,5,4,3,2,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,2,5,4,3,4,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,2,4,5,5,4,3,4
snkTMP4Qx5nDYmf53,University 11,Class 84,2,4,4,3,5,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,2,5,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,2,5,4,2,4,3,5
snkTMP4Qx5nDYmf53,University 11,Class 84,2,3,4,3,5,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,2,5,5,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,2,4,2,1,4,3,5
snkTMP4Qx5nDYmf53,University 11,Class 84,2,3,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,2,5,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,3,2,3,3,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,3,3,3,4,3,2,4
snkTMP4Qx5nDYmf53,University 11,Class 84,3,4,5,3,4,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,3,3,5,3,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,3,4,4,4,5,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,3,5,2,2,4,3,5
snkTMP4Qx5nDYmf53,University 11,Class 84,3,4,5,4,4,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,3,5,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,3,5,4,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,3,2,5,5,5,5,4
snkTMP4Qx5nDYmf53,University 11,Class 84,3,5,3,1,2,1,3
snkTMP4Qx5nDYmf53,University 11,Class 84,3,5,3,1,4,3,4
snkTMP4Qx5nDYmf53,University 11,Class 84,3,3,4,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,3,3,5,2,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,3,5,1,1,1,3,3
snkTMP4Qx5nDYmf53,University 11,Class 84,4,5,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,4,3,3,3,4,3,4
snkTMP4Qx5nDYmf53,University 11,Class 84,4,3,4,3,5,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,4,3,5,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,4,3,5,4,5,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,4,4,5,1,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,4,4,4,3,4,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,4,4,4,4,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,4,5,4,1,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,4,3,4,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,5,4,4,3,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,5,3,3,3,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,5,3,5,5,4,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,5,3,4,3,3,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,5,5,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,5,3,5,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,5,4,4,3,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,5,4,5,4,4,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,5,5,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,5,3,3,3,3,3,3
snkTMP4Qx5nDYmf53,University 11,Class 84,6,2,5,2,5,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,6,5,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,6,3,4,3,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,6,4,4,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,6,4,4,4,4,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,6,4,3,2,3,3,4
snkTMP4Qx5nDYmf53,University 11,Class 84,6,5,5,5,5,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,6,4,4,4,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,6,3,3,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,6,4,4,3,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,6,4,5,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,6,3,5,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,6,3,4,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,6,3,5,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,6,4,4,3,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,6,5,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,6,2,4,5,4,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,6,4,4,4,4,5,4
snkTMP4Qx5nDYmf53,University 11,Class 84,6,5,5,5,5,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,6,3,5,5,5,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,6,3,5,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,6,4,4,3,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,6,4,5,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,6,5,5,4,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,7,5,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,7,4,4,3,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,7,4,2,4,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,7,3,4,3,3,3,3
snkTMP4Qx5nDYmf53,University 11,Class 84,7,3,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,7,4,4,3,5,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,7,5,5,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,7,3,4,3,3,3,5
snkTMP4Qx5nDYmf53,University 11,Class 84,7,4,5,3,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,7,4,4,4,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,7,3,4,3,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,7,5,5,3,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,7,5,5,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,7,4,4,4,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,7,3,4,4,4,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,7,5,4,4,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,7,4,4,3,3,3,3
snkTMP4Qx5nDYmf53,University 11,Class 84,7,3,4,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,7,3,5,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,7,3,3,3,3,4,3
snkTMP4Qx5nDYmf53,University 11,Class 84,7,3,3,4,3,3,3
snkTMP4Qx5nDYmf53,University 11,Class 84,7,3,4,3,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,7,5,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,7,4,4,2,3,3,5
snkTMP4Qx5nDYmf53,University 11,Class 84,7,4,4,4,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,7,3,4,2,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,7,3,3,3,3,3,3
snkTMP4Qx5nDYmf53,University 11,Class 84,7,5,5,3,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,7,3,3,2,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,7,3,5,3,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,7,2,3,3,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,7,4,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,7,5,5,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,7,3,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,7,3,4,4,4,3,4
snkTMP4Qx5nDYmf53,University 11,Class 84,7,5,5,2,5,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,7,3,3,3,3,3,3
snkTMP4Qx5nDYmf53,University 11,Class 84,7,3,5,3,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,7,5,3,1,2,2,5
snkTMP4Qx5nDYmf53,University 11,Class 84,7,4,4,4,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,7,4,4,4,3,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,7,5,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,7,3,3,3,3,3,3
snkTMP4Qx5nDYmf53,University 11,Class 84,7,3,4,3,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,7,3,3,3,4,3,5
snkTMP4Qx5nDYmf53,University 11,Class 84,8,5,3,1,5,3,5
snkTMP4Qx5nDYmf53,University 11,Class 84,9,3,5,3,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,4,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,5,5,3,3,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,5,5,3,4,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,3,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,3,4,2,2,2,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,2,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,3,4,4,3,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,10,3,4,5,4,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,3,4,4,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,10,3,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,3,5,5,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,3,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,2,2,2,2,2,2
snkTMP4Qx5nDYmf53,University 11,Class 84,10,3,4,5,3,1,3
snkTMP4Qx5nDYmf53,University 11,Class 84,10,5,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,3,3,3,3,2,4
snkTMP4Qx5nDYmf53,University 11,Class 84,10,3,5,4,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,5,3,2,4,3,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,4,4,4,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,10,5,5,4,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,5,5,2,5,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,4,4,3,3,3,4
snkTMP4Qx5nDYmf53,University 11,Class 84,10,4,5,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,5,5,5,5,3,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,4,4,4,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,10,5,4,3,1,1,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,3,5,3,5,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,5,5,3,3,3,4
snkTMP4Qx5nDYmf53,University 11,Class 84,10,3,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,3,3,4,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,10,4,4,5,5,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,3,5,3,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,5,5,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,5,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,4,5,4,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,10,3,5,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,5,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,4,4,3,4,3,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,3,3,3,3,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,10,3,5,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,4,4,4,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,10,4,2,2,2,4,2
snkTMP4Qx5nDYmf53,University 11,Class 84,10,4,4,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,3,3,3,3,3,3
snkTMP4Qx5nDYmf53,University 11,Class 84,10,3,3,3,3,3,3
snkTMP4Qx5nDYmf53,University 11,Class 84,10,5,5,2,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,4,4,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,4,5,3,4,5,4
snkTMP4Qx5nDYmf53,University 11,Class 84,10,2,4,2,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,4,4,3,3,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,4,4,3,5,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,5,5,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,3,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,4,4,4,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,10,3,5,3,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,3,5,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,3,4,2,3,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,10,4,4,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,10,4,3,3,4,3,4
snkTMP4Qx5nDYmf53,University 11,Class 84,11,3,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,11,5,5,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,11,3,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,11,4,5,3,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,11,5,5,1,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,11,4,5,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,11,3,5,4,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,11,2,4,4,3,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,11,4,3,2,3,2,3
snkTMP4Qx5nDYmf53,University 11,Class 84,11,4,3,3,4,3,4
snkTMP4Qx5nDYmf53,University 11,Class 84,11,5,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,11,3,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,11,4,5,3,4,4,3
snkTMP4Qx5nDYmf53,University 11,Class 84,11,3,3,2,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,11,4,4,4,5,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,11,2,3,2,3,3,3
snkTMP4Qx5nDYmf53,University 11,Class 84,11,4,4,4,4,4,4
snkTMP4Qx5nDYmf53,University 11,Class 84,11,3,5,3,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,11,4,5,4,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,11,4,4,4,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,11,5,4,2,5,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,11,3,4,4,5,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,11,5,5,5,5,5,5
snkTMP4Qx5nDYmf53,University 11,Class 84,11,3,4,4,4,4,5
snkTMP4Qx5nDYmf53,University 11,Class 84,11,3,4,2,5,4,4
