_id,WeekNumber,WeekPace,AcademicSupport,ConceptMastering,instructorEngagement,instructorClarity,instructorknowledgeable,submittedDate,universityId,class._id
MyzAjhyQ4bKmgJRk8,12,3,3,3,4,4,5,2017-01-23T08:00:00.000Z,snkTMP4Qx5nDYmf53,c7QefwX8fgjEaccnF
6FAyKxo47YZNPpcTm,12,4,4,3,4,4,4,2017-01-23T08:00:00.000Z,snkTMP4Qx5nDYmf53,c7QefwX8fgjEaccnF
me2agN8hSbXhXu5aD,12,3,4,4,4,4,5,2017-01-23T08:00:00.000Z,wEYz76ngTMEsrQtm2,m69RipCt4rfqzokuW
jP45gEuHMqnJNr6WJ,12,2,5,4,5,5,5,2017-01-23T08:00:00.000Z,snkTMP4Qx5nDYmf53,c7QefwX8fgjEaccnF
7sPffHena9r6eT9yd,12,5,3,4,4,4,5,2017-01-23T08:00:00.000Z,snkTMP4Qx5nDYmf53,c7QefwX8fgjEaccnF
XXBzkwPbPLM8eMzTE,12,4,5,4,5,5,5,2017-01-23T08:00:00.000Z,snkTMP4Qx5nDYmf53,c7QefwX8fgjEaccnF
wDRqkevkqAc35LEFp,12,2,4,4,5,5,5,2017-03-05T08:00:00.000Z,snkTMP4Qx5nDYmf53,c7QefwX8fgjEaccnF
GcRZjSBdBoDRx28Rw,12,3,5,5,5,5,5,2017-01-23T08:00:00.000Z,snkTMP4Qx5nDYmf53,c7QefwX8fgjEaccnF
kNqPR3wwY4afNo7GX,12,4,5,3,5,5,5,2017-03-04T08:00:00.000Z,snkTMP4Qx5nDYmf53,c7QefwX8fgjEaccnF
nTrYRcCs7gLQKWo8B,0,3,4,4,4,5,5,2017-01-23T05:00:00.000Z,jT8CCfJRYuiukiEMB,BLgibqSb5Mc4tKzB8
36w7aM3wYJWtEyq9v,0,3,3,4,4,4,5,2017-01-23T08:00:00.000Z,snkTMP4Qx5nDYmf53,c7QefwX8fgjEaccnF
crKvpfzReGszqAfxh,0,4,4,2,4,4,5,2017-01-23T08:00:00.000Z,snkTMP4Qx5nDYmf53,c7QefwX8fgjEaccnF
78Hbrhu7rApAhqE37,0,4,5,3,5,4,5,2017-01-23T05:00:00.000Z,jT8CCfJRYuiukiEMB,BLgibqSb5Mc4tKzB8
2BxY3F82PQ7LzePJj,0,4,4,4,4,4,4,2017-01-23T08:00:00.000Z,snkTMP4Qx5nDYmf53,c7QefwX8fgjEaccnF
BeHS2FNuQ36oeDYky,0,3,4,4,5,4,5,2017-01-23T08:00:00.000Z,wEYz76ngTMEsrQtm2,m69RipCt4rfqzokuW
pkM9QrgiXZm6CXy3H,15,3,5,5,5,5,5,2017-01-23T08:00:00.000Z,wEYz76ngTMEsrQtm2,wE4hB2XFCQypCiyuF
YBCJy7SsdZ4MKPnHk,0,5,4,1,4,5,5,2017-01-23T08:00:00.000Z,wEYz76ngTMEsrQtm2,m69RipCt4rfqzokuW
LWbhpXFHx39QRJXaG,0,3,4,3,3,3,5,2017-01-24T08:00:00.000Z,wEYz76ngTMEsrQtm2,m69RipCt4rfqzokuW
dTkwMyRZ7BQpGktRe,0,4,4,2,4,4,5,2017-01-24T05:00:00.000Z,jT8CCfJRYuiukiEMB,BLgibqSb5Mc4tKzB8
uXWZc2e7JNo94ropx,0,2,5,4,5,5,5,2017-01-24T06:00:00.000Z,FyrZcXJXRpFbPhAfz,2g7EEa8Aqyuo5JPCG
gbGS2Ws7nx7EWcg3M,0,5,3,3,4,5,5,2017-01-24T06:00:00.000Z,FyrZcXJXRpFbPhAfz,2g7EEa8Aqyuo5JPCG
b5eF7s9fq7FTMgoLv,0,3,3,3,3,3,3,2017-03-04T08:00:00.000Z,o79K2J8BQfTCc2AXR,crE3zWfPpWE4DY6ME
XGJPdZS8oCjRHJJh7,0,3,2,3,4,4,5,2017-03-01T05:00:00.000Z,rhvWsCs6E9RPWbm8b,uji5Q3nkFQbDcaQcF
pJS2ydXtjcivkw7vP,0,3,3,3,3,3,3,2017-01-24T06:00:00.000Z,FyrZcXJXRpFbPhAfz,2g7EEa8Aqyuo5JPCG
mN667XhKFGBFYNjwz,0,4,4,2,3,3,5,2017-01-24T05:00:00.000Z,Z2CofMdimLxC4KXWr,ohNmFsvcMSMSfduHe
aidFc4G8aCDaKrmMW,0,4,4,3,4,5,5,2017-03-06T05:00:00.000Z,rhvWsCs6E9RPWbm8b,uji5Q3nkFQbDcaQcF
Tc9jmRZNpyje5kXnp,0,4,4,2,2,2,5,2017-02-24T05:00:00.000Z,rhvWsCs6E9RPWbm8b,uji5Q3nkFQbDcaQcF
84esZRw2B9mii2aL5,0,3,4,4,4,4,5,2017-03-01T05:00:00.000Z,rhvWsCs6E9RPWbm8b,uji5Q3nkFQbDcaQcF
WYatoqrcgHCbqEtfB,0,3,4,4,4,5,5,2017-01-24T06:00:00.000Z,FyrZcXJXRpFbPhAfz,2g7EEa8Aqyuo5JPCG
JWC5HbdkiSybiXFM3,0,4,4,1,3,3,4,2017-03-01T05:00:00.000Z,rhvWsCs6E9RPWbm8b,uji5Q3nkFQbDcaQcF
PnZd2jE2hiY89zsNz,0,3,5,4,3,4,3,2017-02-24T05:00:00.000Z,jT8CCfJRYuiukiEMB,sbn6PNG3xFNmvFC2c
KtXAnchkb7j9QJFNb,7,5,5,5,5,5,5,2017-01-24T05:00:00.000Z,jT8CCfJRYuiukiEMB,sbn6PNG3xFNmvFC2c
JA35CtjRhQSgwiAY5,14,4,5,1,2,5,5,2017-01-24T05:00:00.000Z,jT8CCfJRYuiukiEMB,sbn6PNG3xFNmvFC2c
yTQK7h2uNNgu5qxsC,14,2,5,2,4,4,4,2017-01-24T05:00:00.000Z,jT8CCfJRYuiukiEMB,sbn6PNG3xFNmvFC2c
Gfzh8Nj9PtPMiLoyv,14,4,4,4,4,4,5,2017-01-24T05:00:00.000Z,jT8CCfJRYuiukiEMB,sbn6PNG3xFNmvFC2c
ugFWerPgScmzuaHrL,14,3,4,4,5,5,5,2017-01-24T08:00:00.000Z,jT8CCfJRYuiukiEMB,sbn6PNG3xFNmvFC2c
HxWox72hDPFZFjCjA,14,4,4,3,5,5,5,2017-01-24T05:00:00.000Z,jT8CCfJRYuiukiEMB,sbn6PNG3xFNmvFC2c
6DCRAcHamio3dWbfp,7,3,5,3,5,5,5,2017-01-24T05:00:00.000Z,jT8CCfJRYuiukiEMB,sbn6PNG3xFNmvFC2c
Pk2F987kDpJyq7aQA,14,3,4,3,4,4,4,2017-01-24T05:00:00.000Z,jT8CCfJRYuiukiEMB,sbn6PNG3xFNmvFC2c
Li9tefQnTkm6hqjQM,14,5,3,1,5,3,5,2017-01-24T05:00:00.000Z,jT8CCfJRYuiukiEMB,sbn6PNG3xFNmvFC2c
rNPbmC8Ae3kF6NZS2,14,4,5,3,4,5,5,2017-03-01T05:00:00.000Z,rhvWsCs6E9RPWbm8b,uji5Q3nkFQbDcaQcF
7KoAvSd4SHRKWQajv,14,3,5,1,5,5,5,2017-01-24T05:00:00.000Z,jT8CCfJRYuiukiEMB,sbn6PNG3xFNmvFC2c
NKcW64sBC7hQbY78s,1,3,3,2,4,4,5,2017-03-01T05:00:00.000Z,rhvWsCs6E9RPWbm8b,uji5Q3nkFQbDcaQcF
4fhwnuh9KxJ4jkBCM,14,4,4,4,4,4,4,2017-03-01T05:00:00.000Z,rhvWsCs6E9RPWbm8b,uji5Q3nkFQbDcaQcF
gCoWJ9yXej8wHgpQH,14,3,1,1,5,4,4,2017-03-01T05:00:00.000Z,rhvWsCs6E9RPWbm8b,uji5Q3nkFQbDcaQcF
b877t9egxYadap7Jp,14,3,3,3,3,3,3,2017-03-01T05:00:00.000Z,rhvWsCs6E9RPWbm8b,uji5Q3nkFQbDcaQcF
YczA3G4PFbQYv2Nun,7,5,5,5,5,5,5,2017-01-24T05:00:00.000Z,jT8CCfJRYuiukiEMB,sbn6PNG3xFNmvFC2c
RQSRvNDb8qsBTWzHm,7,4,5,4,5,5,5,2017-03-01T05:00:00.000Z,rhvWsCs6E9RPWbm8b,uji5Q3nkFQbDcaQcF
BtQ9iCN4vJa99PWrf,7,5,5,5,5,5,5,2017-02-24T05:00:00.000Z,jT8CCfJRYuiukiEMB,BLgibqSb5Mc4tKzB8
eY28khSMrkeBhboFD,7,5,5,5,5,5,5,2017-03-01T05:00:00.000Z,rhvWsCs6E9RPWbm8b,uji5Q3nkFQbDcaQcF
zCAXW7gCBeJRqRPsd,7,3,5,4,4,5,5,2017-02-15T05:00:00.000Z,rhvWsCs6E9RPWbm8b,uji5Q3nkFQbDcaQcF
D9j37zNgaJA3wAoAm,7,5,5,5,5,5,5,2017-01-24T05:00:00.000Z,jT8CCfJRYuiukiEMB,sbn6PNG3xFNmvFC2c
4zfshEaJAp4Mrgw7p,1,4,5,3,4,4,4,2017-02-27T05:00:00.000Z,rhvWsCs6E9RPWbm8b,uji5Q3nkFQbDcaQcF
SkEgHwp9oGD73dfKs,7,4,3,4,4,4,4,2017-03-01T05:00:00.000Z,rhvWsCs6E9RPWbm8b,uji5Q3nkFQbDcaQcF
J3nCx4HuC5cmy7riu,7,3,5,5,5,5,5,2017-01-24T06:00:00.000Z,re2oaamkCc36r9Wqt,CuY6nwGhnhhHEkxMv
aMuhzKs4ifqFYhieq,7,2,4,4,5,5,5,2017-01-24T06:00:00.000Z,FyrZcXJXRpFbPhAfz,2g7EEa8Aqyuo5JPCG
nkeoS6FLZmSmuaP8B,0,5,5,3,4,3,5,2017-01-24T05:00:00.000Z,ggea8dRMH5T7RTjCu,zdpCw8arbymGzGMcc
LGCudfzzSPudvgBnG,12,3,5,3,5,5,5,2017-02-28T05:00:00.000Z,rhvWsCs6E9RPWbm8b,uji5Q3nkFQbDcaQcF
Kv2y87LnJPTjnqmKn,12,4,4,2,3,4,5,2017-01-24T06:00:00.000Z,FyrZcXJXRpFbPhAfz,2g7EEa8Aqyuo5JPCG
kyGDa7kmfyr7ny5sH,12,5,5,5,5,5,5,2017-02-23T05:00:00.000Z,rhvWsCs6E9RPWbm8b,uji5Q3nkFQbDcaQcF
XjWwdbhkR5MeD9xze,15,5,3,2,3,3,4,2017-01-24T06:00:00.000Z,re2oaamkCc36r9Wqt,CuY6nwGhnhhHEkxMv
Auc4fNyLhTrFoyQGm,12,4,5,3,5,5,5,2017-01-24T08:00:00.000Z,wEYz76ngTMEsrQtm2,wE4hB2XFCQypCiyuF
z5MpBH6nRESiHZzyH,12,5,4,2,5,5,5,2017-01-24T06:00:00.000Z,re2oaamkCc36r9Wqt,CuY6nwGhnhhHEkxMv
8mpQuAaJwxRmc5yW7,12,4,3,4,5,5,5,2017-01-24T06:00:00.000Z,re2oaamkCc36r9Wqt,CuY6nwGhnhhHEkxMv
KyHdnYwW6yGzw65LN,12,3,4,4,5,5,5,2017-01-24T06:00:00.000Z,re2oaamkCc36r9Wqt,CuY6nwGhnhhHEkxMv
juTheS2a9nebuktBN,12,5,5,4,5,5,5,2017-01-24T06:00:00.000Z,re2oaamkCc36r9Wqt,CuY6nwGhnhhHEkxMv
XJs6vrGkXfE2ksAbH,15,4,5,4,5,5,5,2017-01-24T06:00:00.000Z,re2oaamkCc36r9Wqt,CuY6nwGhnhhHEkxMv
rwpaGKzp4fzyNGeAS,0,4,3,3,3,3,3,2017-01-24T06:00:00.000Z,re2oaamkCc36r9Wqt,nFXapE3GvKKyaCky5
cd4xNtfZimj7Jo9sa,12,3,5,4,5,5,5,2017-01-24T06:00:00.000Z,re2oaamkCc36r9Wqt,CuY6nwGhnhhHEkxMv
GQQrgMPhk4ZMZ3dMh,12,3,5,4,5,5,5,2017-01-24T06:00:00.000Z,re2oaamkCc36r9Wqt,CuY6nwGhnhhHEkxMv
WojbCf4Jjg8E9p6aB,12,3,3,3,4,5,5,2017-01-24T06:00:00.000Z,FyrZcXJXRpFbPhAfz,2g7EEa8Aqyuo5JPCG
2hmeRcZT2dB6TJLs3,15,4,5,4,5,5,5,2017-01-24T06:00:00.000Z,re2oaamkCc36r9Wqt,CuY6nwGhnhhHEkxMv
v8pvvKzpPaF9M3TYG,0,4,4,4,5,5,5,2017-01-24T06:00:00.000Z,re2oaamkCc36r9Wqt,nFXapE3GvKKyaCky5
qwkEfZxghizKw87f9,0,3,5,3,5,5,5,2017-01-24T06:00:00.000Z,re2oaamkCc36r9Wqt,CuY6nwGhnhhHEkxMv
iQtxjhM9tDHWewi3R,1,1,4,5,5,5,5,2017-01-24T06:00:00.000Z,re2oaamkCc36r9Wqt,CuY6nwGhnhhHEkxMv
jw5Cjdtk9AAcufL6o,0,4,2,2,3,3,5,2017-01-24T08:00:00.000Z,wEYz76ngTMEsrQtm2,wE4hB2XFCQypCiyuF
PqqJD93doaFEvrrub,0,5,3,2,2,3,5,2017-01-24T08:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
XuRy6ag4kmxYndZ8h,0,3,4,4,4,4,5,2017-03-04T08:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
Mfqe7yE9KgAJadazt,0,4,4,3,4,4,4,2017-01-24T05:00:00.000Z,jT8CCfJRYuiukiEMB,sbn6PNG3xFNmvFC2c
uLZymd2yBoNwuNCK4,0,5,3,1,3,2,5,2017-01-24T08:00:00.000Z,wEYz76ngTMEsrQtm2,wE4hB2XFCQypCiyuF
JwPogmpgyx3hZuX3j,0,4,4,4,5,4,4,2017-01-24T08:00:00.000Z,wEYz76ngTMEsrQtm2,wE4hB2XFCQypCiyuF
WwiRhgcJraS9CT8yh,0,3,1,3,4,4,5,2017-01-24T08:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
bnXqCWrAWbFpLN9v4,0,5,5,5,5,5,5,2017-01-24T08:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
e97vDDWAMbf5E9rzL,0,5,4,2,4,3,5,2017-01-24T08:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
9eh53GMKThWfjbtdY,0,3,4,3,4,4,5,2017-01-24T08:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
3MFysiyoQgnTJmXtm,0,3,4,4,4,4,4,2017-03-05T08:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
QCZQGw5WeRwtyEZjt,0,5,3,2,4,4,5,2017-01-24T08:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
JLNSQFa4ENspSwiYp,7,3,5,5,5,5,5,2017-01-24T08:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
Stu6A6PP49BwPPMX9,7,4,4,3,5,4,5,2017-01-24T08:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
eLvSgcfngwRnZGyko,3,2,3,3,4,4,4,2017-01-24T08:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
PpNFRnYkn9XBQ2pGo,3,3,3,4,3,2,4,2017-01-24T08:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
QDLYzA7msppdRBCJz,3,4,5,3,4,5,5,2017-01-24T08:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
iWhFakg6dHLmsLEtQ,3,3,5,3,5,5,5,2017-01-24T08:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
NzQSNF6AavzZWe8ZM,3,4,4,4,5,4,5,2017-01-24T08:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
DxBTaCZEk33ohoinD,3,5,2,2,4,3,5,2017-01-24T08:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
8cQ8beBRW467L8Gmw,3,4,5,4,4,5,5,2017-01-24T08:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
PAa5MC26wLG6hHyzQ,7,5,5,4,5,5,5,2017-01-24T08:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
tHwN9RcR5Q8nNavZF,15,2,3,4,4,4,4,2017-01-24T08:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
R7XnNudwmsmm6kgtP,12,3,5,5,5,5,5,2017-01-24T08:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
NgNS9YiioBEEpCKka,2,3,4,3,5,4,5,2017-03-01T05:00:00.000Z,rhvWsCs6E9RPWbm8b,uji5Q3nkFQbDcaQcF
oTQrB669yE85zSHRi,15,5,5,4,5,5,5,2017-01-24T08:00:00.000Z,wEYz76ngTMEsrQtm2,wE4hB2XFCQypCiyuF
danwTTg8pdnLEeDnK,15,3,5,5,5,5,5,2017-01-24T08:00:00.000Z,wEYz76ngTMEsrQtm2,wE4hB2XFCQypCiyuF
RzqKJ2APiE3H89fGi,15,5,3,1,3,3,3,2017-02-26T05:00:00.000Z,rhvWsCs6E9RPWbm8b,uji5Q3nkFQbDcaQcF
iKWeagxEnCKr3bhEh,15,4,4,4,4,4,4,2017-01-25T05:00:00.000Z,jT8CCfJRYuiukiEMB,XGAwpZ3P9XnRhHR5Y
ARnr4zFDJDpGpces8,15,4,5,4,4,4,4,2017-01-25T05:00:00.000Z,jT8CCfJRYuiukiEMB,XGAwpZ3P9XnRhHR5Y
RDaJMqPXA6bzqpy44,15,3,3,2,3,3,3,2017-01-25T05:00:00.000Z,jT8CCfJRYuiukiEMB,XGAwpZ3P9XnRhHR5Y
HKF58BuxDcExi7WCa,12,3,5,3,3,3,3,2017-01-25T05:00:00.000Z,jT8CCfJRYuiukiEMB,XGAwpZ3P9XnRhHR5Y
sm9tFMidhNrbAABDh,15,4,5,3,5,5,5,2017-01-25T08:00:00.000Z,wEYz76ngTMEsrQtm2,m69RipCt4rfqzokuW
cxgmwdt29rw4xM8H8,15,5,5,5,5,5,5,2017-01-25T06:00:00.000Z,re2oaamkCc36r9Wqt,3i5R4dap3rf9LgAfx
fk4nMhCHaupZJdhSP,15,3,1,3,3,3,3,2017-01-25T05:00:00.000Z,ggea8dRMH5T7RTjCu,zdpCw8arbymGzGMcc
nha4PWy2rHPJKMfDu,15,4,2,3,4,4,4,2017-03-01T05:00:00.000Z,rhvWsCs6E9RPWbm8b,uji5Q3nkFQbDcaQcF
AZBk8GxFJfZEAWd4p,15,3,4,1,4,3,5,2017-01-25T05:00:00.000Z,jT8CCfJRYuiukiEMB,XGAwpZ3P9XnRhHR5Y
XGX6wE4chHs3fsoNm,3,5,4,1,4,4,5,2017-01-25T05:00:00.000Z,Z2CofMdimLxC4KXWr,YJSMMScTo4RisJaQ8
jgEnJkN2tBNfQMzfL,3,3,4,4,5,5,5,2017-03-06T05:00:00.000Z,Z2CofMdimLxC4KXWr,YJSMMScTo4RisJaQ8
KJtcmTcYm6epR2sh6,3,3,5,4,4,5,5,2017-01-25T05:00:00.000Z,Z2CofMdimLxC4KXWr,YJSMMScTo4RisJaQ8
piWPjBfTpaxzS4sBa,11,5,4,3,5,5,5,2017-01-25T05:00:00.000Z,Z2CofMdimLxC4KXWr,YJSMMScTo4RisJaQ8
YPq6M33SksLXBKR3g,3,4,4,2,4,4,4,2017-01-25T05:00:00.000Z,Z2CofMdimLxC4KXWr,YJSMMScTo4RisJaQ8
nuPb5vBBCcSHtxaQm,7,3,3,3,3,3,3,2017-03-07T05:00:00.000Z,Z2CofMdimLxC4KXWr,YJSMMScTo4RisJaQ8
XGBteLCE9q3qKqdbS,3,2,3,3,5,4,4,2017-01-26T05:00:00.000Z,jT8CCfJRYuiukiEMB,sbn6PNG3xFNmvFC2c
3e3rzf7sxEgJQxgWL,3,5,5,4,5,5,5,2017-01-26T05:00:00.000Z,Z2CofMdimLxC4KXWr,YJSMMScTo4RisJaQ8
r6cRB4egcpyiTfGgK,3,4,4,4,4,4,4,2017-01-26T05:00:00.000Z,ggea8dRMH5T7RTjCu,zdpCw8arbymGzGMcc
8iCmMgZ58qEntadtW,3,4,4,3,4,4,4,2017-01-26T05:00:00.000Z,ggea8dRMH5T7RTjCu,zdpCw8arbymGzGMcc
45XdEeh9HH3AvEDaw,3,4,4,3,3,3,5,2017-03-01T05:00:00.000Z,rhvWsCs6E9RPWbm8b,uji5Q3nkFQbDcaQcF
D5zszkz5SmmC9aKYH,3,3,5,5,5,5,5,2017-01-26T06:00:00.000Z,re2oaamkCc36r9Wqt,86LBaXMfTA5HRsnxk
GfAEQNEsnR9eNY7bX,3,3,4,3,4,5,5,2017-01-26T06:00:00.000Z,re2oaamkCc36r9Wqt,86LBaXMfTA5HRsnxk
JanxQ5e82dYnfMSr7,3,5,3,2,4,3,5,2017-01-26T06:00:00.000Z,re2oaamkCc36r9Wqt,86LBaXMfTA5HRsnxk
ZqmL5JMMFNsJGA5g8,3,4,3,2,3,4,4,2017-01-26T05:00:00.000Z,rhvWsCs6E9RPWbm8b,qwQQStRDnMKuetbJr
Hep7Asfg3PYSHnA9j,3,4,2,2,3,3,3,2017-01-26T05:00:00.000Z,Z2CofMdimLxC4KXWr,ohNmFsvcMSMSfduHe
Cw7BhPqWyfDHR2pqZ,3,3,4,3,4,4,4,2017-01-26T05:00:00.000Z,Z2CofMdimLxC4KXWr,ohNmFsvcMSMSfduHe
XxiBgx4yqze2jbENP,3,4,4,4,4,4,4,2017-01-26T05:00:00.000Z,Z2CofMdimLxC4KXWr,ohNmFsvcMSMSfduHe
DKd42vp4vMzggiP2F,3,3,5,4,5,5,5,2017-01-26T05:00:00.000Z,Z2CofMdimLxC4KXWr,ohNmFsvcMSMSfduHe
zziRvLBLMZL3uCSpr,3,4,3,3,4,4,4,2017-01-26T05:00:00.000Z,Z2CofMdimLxC4KXWr,ohNmFsvcMSMSfduHe
7DCH22TDmXHZHG5pk,3,3,4,4,4,3,3,2017-01-26T05:00:00.000Z,Z2CofMdimLxC4KXWr,ohNmFsvcMSMSfduHe
J2eM57dsoHKWKZZvX,3,5,2,1,3,3,3,2017-01-26T05:00:00.000Z,Z2CofMdimLxC4KXWr,ohNmFsvcMSMSfduHe
GfYH2XaAbDxAmQRbt,3,5,3,1,3,3,5,2017-01-26T05:00:00.000Z,Z2CofMdimLxC4KXWr,ohNmFsvcMSMSfduHe
TRzQcgejyng8JdJ79,3,4,4,4,4,4,4,2017-01-26T05:00:00.000Z,Z2CofMdimLxC4KXWr,ohNmFsvcMSMSfduHe
zfCcjShTqrogP2Rqy,3,5,4,3,4,4,5,2017-01-26T05:00:00.000Z,Z2CofMdimLxC4KXWr,ohNmFsvcMSMSfduHe
yXwC52NC8oyxzZnnp,3,4,5,1,4,3,5,2017-01-26T05:00:00.000Z,Z2CofMdimLxC4KXWr,ohNmFsvcMSMSfduHe
sXYAA7GPbdRDEXFC4,3,5,5,5,5,5,5,2017-01-26T05:00:00.000Z,Z2CofMdimLxC4KXWr,ohNmFsvcMSMSfduHe
LBLgrb3vTYHZRz2yy,3,4,5,4,4,4,4,2017-01-26T05:00:00.000Z,Z2CofMdimLxC4KXWr,ohNmFsvcMSMSfduHe
b8L5EkPvg8odsoERG,3,5,5,5,5,5,5,2017-01-26T08:00:00.000Z,snkTMP4Qx5nDYmf53,A8dG8guZ7nQLX33o8
jJEZ26Ri86cygeboG,3,4,5,4,5,5,5,2017-01-27T05:00:00.000Z,jT8CCfJRYuiukiEMB,sbn6PNG3xFNmvFC2c
YfGLmQs7HhmQZ9YFp,3,4,4,3,5,4,5,2017-01-27T05:00:00.000Z,rhvWsCs6E9RPWbm8b,ZSapvuKgqTGFRan5N
726L5eJnRrakxXZbt,3,3,4,5,4,3,5,2017-01-27T05:00:00.000Z,rhvWsCs6E9RPWbm8b,uji5Q3nkFQbDcaQcF
WjtkhwEYaDHE4eFho,1,4,3,2,3,3,5,2017-01-27T05:00:00.000Z,jT8CCfJRYuiukiEMB,sbn6PNG3xFNmvFC2c
cXhjTq8qASMhAGGac,3,4,3,2,5,5,5,2017-01-27T05:00:00.000Z,rhvWsCs6E9RPWbm8b,ZSapvuKgqTGFRan5N
akG5LtsKZuEcLFaCA,3,3,5,4,5,5,4,2017-01-27T06:00:00.000Z,FyrZcXJXRpFbPhAfz,E5aXRNsCuYA3E4jWG
Pm8TpW4sar4iJKMbq,3,4,5,3,5,5,5,2017-01-27T05:00:00.000Z,jT8CCfJRYuiukiEMB,yPcZdj2Kdcj3XAfm5
ms7s8jjhj4vrjmLbL,3,3,5,4,5,5,5,2017-01-27T06:00:00.000Z,re2oaamkCc36r9Wqt,CuY6nwGhnhhHEkxMv
aykDW3RYsbAcCWp7b,3,5,5,5,5,5,5,2017-01-27T06:00:00.000Z,FyrZcXJXRpFbPhAfz,2g7EEa8Aqyuo5JPCG
uCcaaRBZ5wrNsuRqT,3,4,4,3,4,4,5,2017-01-27T06:00:00.000Z,FyrZcXJXRpFbPhAfz,2g7EEa8Aqyuo5JPCG
3fA5NN5M4D8fBiRzc,3,5,4,1,5,5,5,2017-01-27T05:00:00.000Z,rhvWsCs6E9RPWbm8b,ZSapvuKgqTGFRan5N
9Mj8YgfHtEuqKYBA8,12,4,4,4,4,4,4,2017-01-27T05:00:00.000Z,Z2CofMdimLxC4KXWr,ohNmFsvcMSMSfduHe
25aSZHtCF5tJvAh5w,15,4,5,4,5,5,5,2017-01-27T05:00:00.000Z,jT8CCfJRYuiukiEMB,XGAwpZ3P9XnRhHR5Y
uEbQFM2akPCXj5MAj,15,4,3,3,3,3,4,2017-01-27T05:00:00.000Z,rhvWsCs6E9RPWbm8b,qwQQStRDnMKuetbJr
CvWvYtQAMgEEQJd5b,2,3,3,2,3,4,5,2017-01-27T05:00:00.000Z,jT8CCfJRYuiukiEMB,sbn6PNG3xFNmvFC2c
xRvfmyN5kAtwNmN8B,15,4,5,1,4,4,5,2017-01-27T06:00:00.000Z,re2oaamkCc36r9Wqt,nFXapE3GvKKyaCky5
mHida2o3XPn6uaEFb,0,3,3,3,3,3,3,2017-01-27T08:00:00.000Z,wEYz76ngTMEsrQtm2,wE4hB2XFCQypCiyuF
xKiW6LsZZ6uoReND9,0,3,3,3,3,3,3,2017-01-27T06:00:00.000Z,FyrZcXJXRpFbPhAfz,E5aXRNsCuYA3E4jWG
EEhanaPGodBPfNRDq,15,5,5,5,5,5,5,2017-01-27T05:00:00.000Z,rhvWsCs6E9RPWbm8b,ZSapvuKgqTGFRan5N
d4H5uctxWzefiZCFM,15,5,4,3,4,3,4,2017-01-27T06:00:00.000Z,FyrZcXJXRpFbPhAfz,E5aXRNsCuYA3E4jWG
iPTb75NZXdqCtynKn,15,3,4,4,5,5,5,2017-01-27T06:00:00.000Z,FyrZcXJXRpFbPhAfz,E5aXRNsCuYA3E4jWG
6ECpKKAjADfa3CnA2,15,3,5,4,5,5,5,2017-01-27T06:00:00.000Z,FyrZcXJXRpFbPhAfz,E5aXRNsCuYA3E4jWG
CiYBHMtMaEGHvbqn8,15,3,4,4,5,5,5,2017-01-27T06:00:00.000Z,FyrZcXJXRpFbPhAfz,2g7EEa8Aqyuo5JPCG
TwYGsAnykc2vmo4CR,15,3,3,3,4,4,5,2017-01-27T05:00:00.000Z,Z2CofMdimLxC4KXWr,ohNmFsvcMSMSfduHe
BCbbv2TM4Syd97RiT,15,4,5,3,5,5,5,2017-01-27T05:00:00.000Z,rhvWsCs6E9RPWbm8b,uji5Q3nkFQbDcaQcF
6Z4Tx4oShHczTgvQt,15,4,5,4,5,5,5,2017-01-27T05:00:00.000Z,jT8CCfJRYuiukiEMB,yPcZdj2Kdcj3XAfm5
KT4JPF7P9i6Yd2pCR,15,3,4,5,5,4,4,2017-01-27T05:00:00.000Z,jT8CCfJRYuiukiEMB,yPcZdj2Kdcj3XAfm5
